Seq No       X      Y    X-Y
     0     -1     -1     -1
     1     -1     -1     -1
     2     -1     -1     -1
     3     -1     -1     -1
     4     -1     -1     -1
     5     -1   3119   3120
     6     -1     -1     -1
     7     -1     -1     -1
     8     -1     -1     -1
     9     -1     -1     -1
For ../Datasets/LongSequences_100K_PBSIM_10Pairs.txt
 #positive 1
 #neutral 0
 #negative 9
