Seq No       X      Y    X-Y
     0     -1   1858   1859
     1     -1     -1     -1
     2     -1   1983   1984
     3     -1     -1     -1
     4     -1    176    177
     5     -1     -1     -1
     6     -1     -1     -1
     7     -1     -1     -1
     8     -1    626    627
     9     -1     -1     -1
For ../Datasets/LongSequences_10K_PBSIM_10Pairs.txt
 #positive 4
 #neutral 0
 #negative 6
